moma_artist_id,artist_name,nationality,gender,born,dead
1418,Richard Day,American,male,1896,1972.0
1419,Worden Day,American,female,1912,1986.0
1420,Daze (Chris Ellis),American,male,1962,
1421,Mario De Biasi,Italian,male,1923,2013.0
1422,Roy DeCarava,American,male,1919,2009.0
1423,Louis De Clercq,French,male,1836,1901.0
1424,José De Creeft,American,male,1884,1982.0
1425,Gino De Dominicis,Italian,male,1947,1998.0
1426,Francis De Erdely,Hungarian,male,,
1427,Georges de Feure,French,male,1868,1943.0
1428,Peter De Francia,British,male,1921,2012.0
1429,Rudolph De Harak,American,male,1924,2001.0
1430,Richard S. De Lamater,American,male,,
1432,Regina Maria De Luise,American,female,1959,
1433,Walter De Maria,American,male,1935,2013.0
1434,Adolf De Meyer,German,male,1868,1946.0
1436,G. D. De Monfried,French,male,1856,1929.0
1437,Victor De Palma,Nationality unknown,male,,
1438,Jonathan De Pas,Italian,male,1932,1991.0
1440,Jérôme De Perlinghi,Belgian,male,1961,
1441,Filippo De Pisis,Italian,male,1896,1956.0
1442,J. De Praetre,German,,1879,1947.0
1443,José de Rivera,American,male,1904,1985.0
1444,Niki de Saint Phalle,French,female,1930,2002.0
1446,Lewis deSoto,Native American,male,1954,
1447,Nicolas de Staël,French,male,1914,1955.0
1448,Marco De Valdivia,Chilean,male,1947,
1449,Roger de Valerio,French,male,1886,1951.0
1452,Erwin De Vries,Dutch,male,,
1453,Captain William de Wiveleslie Abney,British,male,1843,1920.0
1454,A. R. de Ycaza,American,female,1915,
1456,Richard Deacon,British,male,1949,
1457,David Deahl,American,male,,
1458,Joe Deal,American,male,1947,2010.0
1459,Percy Deane,Brazilian,male,1921,1994.0
1460,Howard Dearstyne,American,male,1903,1978.0
1461,Riko Debenjak,Slovenian,male,,1987.0
1462,Robert J. Debrey,American,male,1934,
1463,Peter Dechar,American,male,1942,
1464,Wilhelm Deffke,German,male,1887,1950.0
1465,Hilaire-Germain-Edgar Degas,French,male,1834,1917.0
1466,Adolf Dehn,American,male,1895,1968.0
1467,Dorothy Dehner,American,female,1901,1994.0
1468,Ernesto Deira,Argentine,male,1928,1986.0
1469,Ad Dekkers,Dutch,male,1938,1974.0
1470,Aimé Félix Del Marle,French,male,1889,1952.0
1471,Lucio Del Pezzo,Italian,male,1933,
1473,Eduardo Del Valle,American,male,1951,
1474,Eugène Delacroix,French,male,1798,1863.0
1475,Jack Delano,American,male,1914,1997.0
1476,George Delany,American,male,1946,
1477,Tony DeLap,American,male,1927,
1479,Robert Delaunay,French,male,1885,1941.0
1480,Sonia Delaunay-Terk,French,female,1885,1979.0
1481,Maurice Delcourt,French,male,1877,1916.0
1483,Victor Delhez,Belgian,male,,
1484,Christian Dell,German,male,1893,1974.0
1485,Paul Delvaux,Belgian,male,1897,1994.0
1486,Jean Delville,Belgian,male,1867,1953.0
1487,René Demeurisse,French,male,1894,1962.0
1488,Nélida Demichelis,Argentine,female,,
1489,Jorge Demirjian,Argentine,male,1932,
1490,Charles Demuth,American,male,1883,1935.0
1491,Agnes Denes,American,female,1931,
1492,Maurice Denis,French,male,1870,1943.0
1493,Morgan Dennis,American,male,1892,1960.0
1494,Reynolds G. Dennis,American,male,,
1495,Robyn Denny,British,male,1930,2014.0
1497,Jules Depaquit,French,male,1872,1924.0
1498,Fortunato Depero,Italian,male,1892,1960.0
1499,Jules Deplanque,French,male,,
1500,André Derain,French,male,1880,1954.0
1501,Co Derr,Swedish,male,1921,2011.0
1502,André Des Gachons,French,male,,
1503,Jean Desbrosses,French,male,1835,1906.0
1504,Léopold Desbrosses,French,male,1821,
1505,Gérard Deschamps,French,male,1937,
1506,Odette des Garets,French,female,1891,
1507,Arthur Deshaies,American,male,1920,2011.0
1509,Françoise Desnoyer,French,male,1894,1972.0
1511,Charles Despiau,French,male,1874,1946.0
1512,Gianni Dessi,Italian,male,1955,
1515,Frederick Knecht Detwiller,American,male,1882,1953.0
1516,David Deutsch,American,male,1943,
1517,Ernst Deutsch,Austrian,male,1883,1938.0
1518,John Edward Devine,American,male,1944,
1519,Jean Dewasne,French,male,1921,1999.0
1520,Walter Dexel,German,male,1890,1973.0
1521,Jean Deyrolle,French,male,1911,1967.0
1522,Umberto di Lazzaro,Italian,male,,
1523,Roberto Diago,Cuban,male,1920,1955.0
1524,Hugh W. Diamond,British,male,1809,1886.0
1525,Martha Diamond,American,female,1944,
1526,Stuart Diamond,American,male,1942,
1527,Barbaralee Diamonstein,American,female,,
1528,David Diao,American,male,1943,
1529,Antonio Dias,Brazilian,male,1944,2018.0
1531,Narcisse Diaz,French,male,1809,1876.0
1532,Waldo Díaz-Balart,Cuban,male,1931,
1533,Jan Dibbets,Dutch,male,1941,
1534,Ronald Dickens,British,male,,
1535,Jane Dickerman,American,female,,
1536,Edwin Dickinson,American,male,1891,1978.0
1537,Preston Dickinson,American,male,1889,1930.0
1538,Jane Dickson,American,female,1952,
1539,Richard Diebenkorn,American,male,1922,1993.0
1540,Julio de Diego,American,male,1900,1979.0
1541,Alex Walter Diggelmann,Swiss,male,1902,1987.0
1542,Geurt van Dijk,Dutch,male,1941,
1543,Daniel den Dikkenbboer,Dutch,male,,
1544,Guy Dill,American,male,1946,
1545,Laddie John Dill,American,male,1943,
1546,Burgoyne Diller,American,male,1906,1965.0
1547,Jim Dine,American,male,1935,
1548,Rick Dingus,American,male,1951,
1549,Dinora (Doudtchitsky),Chilean,female,1914,2004.0
1550,Harry Disberg,Dutch,male,,
1552,André-Adolphe-Eugène Disdéri,French,male,1819,1889.0
1553,Martin Disler,Swiss,male,1949,1996.0
1554,Disney Studios,American,,,
1555,Wes Disney,American,male,1946,
1556,Juan Carlos Distéfano,Argentine,male,1933,
1557,Eugenio Dittborn,Chilean,male,1943,
1558,John Divola,American,male,1949,
1559,Otto Dix,German,male,1891,1969.0
1560,Henry Dixon,British,male,1820,1893.0
1562,Pierre Dmitrienko,French,male,1925,1974.0
1563,Jun Dobashi,Japanese,male,1910,1975.0
1564,Alexander Dobkin,American,male,1908,1975.0
1566,Frank Dobson,British,male,1888,1963.0
1567,Eugène Dodeigne,French,male,1923,
1568,Betty Dodson,American,female,1929,
1569,Burhan Dogancay,Turkish,male,1929,2013.0
1570,Stevan Dohanos,American,male,1907,1994.0
1571,Wesley Coe Doherty,American,male,1919,
1572,Isami Doi,American,male,1903,1965.0
1573,Robert Doisneau,French,male,1912,1994.0
1575,Nikolai Dolgorukov,Russian,male,1902,1980.0
1576,Roger Doloy,French,male,1920,
1578,César Domela-Nieuwenhuis,Dutch,male,1900,1992.0
1579,Oscar Domínguez,French,male,1906,1957.0
1580,Tadeusz Dominik,Polish,male,1928,
1581,Ken Domon,Japanese,male,1909,1990.0
1582,Hisao Domoto,Japanese,male,1928,2013.0
1583,Don Donaghy,American,male,1936,2008.0
1584,Anthony Donaldson,British,male,1939,
1585,Enrico Donati,American,male,1909,2008.0
1586,Seena Donneson,American,female,1924,
1587,Piero Dorazio,Italian,male,1927,2005.0
1588,Roland Dorcély,Haitian,male,1930,2017.0
1589,Gustave Doré,French,male,1832,1883.0
1591,William Doriani,American,male,,
1592,Dornac (Paul François Arnold Cardon),French,male,1859,1941.0
1593,Mary Ann Dorr,American,female,1930,
1594,Nell Dorr,American,female,1893,1988.0
1595,Heitor dos Prazeres,Brazilian,male,1902,1966.0
1596,Francisco Dosamantes,Mexican,male,1911,1986.0
1597,Christian Dotremont,Belgian,male,1922,1979.0
1598,Saliba Douaihy,American,male,1915,1994.0
1599,James H. Dougherty,Nationality unknown,male,,
1600,Edward Douglas,American,male,1943,
1601,Gianni Dova,Italian,male,1925,
1602,Arthur Dove,American,male,1880,1946.0
1603,James Dow,American,male,1942,
1604,John Edward Dowell,American,male,1941,
1605,Rackstraw Downes,American,male,1939,
1606,Juan Downey,Chilean,male,1940,1993.0
1607,W. & D. Downey,British,male,,
1608,Joe Downing,American,male,1925,2007.0
1609,Olin Dows,American,male,1904,1981.0
1610,Robert Doxat,Austrian,male,1930,2004.0
1612,Tom Drahos,Czech,male,1947,
1614,Roy R. Drasites,American,male,1945,
1616,Christopher Dresser,British,male,1834,1904.0
1617,Werner Drewes,American,male,1899,1985.0
1618,Lynne Drexler,American,female,,
1619,Henry Dreyfuss,American,male,1904,1972.0
1620,Felix Droese,German,male,1950,
1621,L. Jean Droit,French,male,,
1623,Achilles Droungas,Greek,male,1940,
1624,Sydney Drum,Canadian,female,1952,
1625,Sally Hazelet Drummond,American,female,1924,
1626,Aleksandr Vasilevich Druzhkov,Russian,male,1912,2004.0
1627,Russell Drysdale,Australian,male,1912,1981.0
1628,Doug Dubois,American,male,1960,
1629,Maxime Du Camp,French,male,1822,1894.0
1630,H. E. Du Plessis,British,male,1894,1978.0
1632,Albert Dubois-Pillet,French,male,1846,1890.0
1633,Jean Dubuffet,French,male,1901,1985.0
1634,Marcel Duchamp,American,male,1887,1968.0
1635,Raymond Duchamp-Villon,French,male,1876,1918.0
1636,Gérard Duchène,French,male,1944,
1637,Guillaume-Benjamin-Armand Duchenne de Boulogne,French,male,1806,1875.0
1638,W. M. Dudok,Dutch,male,1884,1974.0
1639,Espinoza Duenas,Peruvian,male,1926,
1640,Bernd Duerr,German,,1953,
1641,Dana Duff,American,female,1955,
1642,John Duff,American,male,1943,
1644,Francis Dufrêne,Nationality unknown,male,,
1646,Raoul Dufy,French,male,1877,1953.0
1647,Charles Marie Dulac,French,male,1865,1898.0
1648,Gert Dumbar,Dutch,female,1940,
1650,Henri Dumont,French,male,1859,1921.0
1651,David Douglas Duncan,American,male,1916,2018.0
1652,Carroll Dunham,American,male,1949,
1654,Bob Duran,American,male,1938,2005.0
1655,E. Durand,French,,,
1656,Sylvain Durand,French,male,,
1657,Louis-Émile Durandelle,French,male,1839,1917.0
1658,Ludvik Durchanek,American,male,1902,1976.0
1659,Caroline Durieux,American,female,1896,1989.0
1661,Stephen Durkee,American,male,1939,
1662,Hansi Durlach,American,female,1930,
1663,Alberto Dutary,Panamanian,male,1932,1998.0
1664,Allen A. Dutton,American,male,1922,
1665,Mabel Dwight,American,female,1876,1955.0
1666,Suzanne R. Dworsky,American,female,1929,
1667,Carlus Dyer,American,male,1917,2016.0
1668,Mario Dyyon,American,male,1946,
1669,Dušan Džamonja,Croatian,male,,2009.0
1670,Arnold Eagle,American,male,1909,1992.0
1671,Charles Eames,American,male,1907,1978.0
1672,Ray Eames,American,female,1912,1988.0
1673,Josef Eberz,German,male,1880,1942.0
1674,José Echavé,Spanish,male,1907,1999.0
1675,Christian Eckart,Canadian,male,1959,
1677,Thomas Eckersley,British,male,1914,1997.0
1678,Don Eddy,American,male,1944,
1679,Karl Edelman,American,male,,
1680,Doug Edge,American,male,1942,
1681,Harold Eugene Edgerton,American,male,1903,1990.0
1682,Leonard Edmonson,American,male,1916,2002.0
1684,John Paul Edwards,American,male,1883,1968.0
1685,Melvin Edwards,American,male,1937,
1686,Edouard-Léon-Louis Edy-Legrand,French,male,1892,1970.0
1687,Benni Efrat,Israeli,male,,
1689,Eberhard Eggers,German,male,1939,2004.0
1690,William Eggleston,American,male,1939,
1691,Otto Eglau,German,male,1917,1988.0
1692,Shyu Eguchi,Japanese,male,1932,
1693,Georg Ehrlich,British,male,1897,1966.0
1694,Marli Ehrman,American,female,1904,1982.0
1695,Fritz Eichenberg,American,male,1901,1990.0
1696,Hans Eichenberger,Swiss,male,1926,
1697,Hermann Eidenbenz,Swiss,male,1902,1993.0
1698,Jorge Eielson,Peruvian,male,1924,2006.0
1699,Horst Eigen,German,male,1942,
1700,Hans Eijkelboom,Dutch,male,1949,
1701,Louis Michel Eilshemius,American,male,1864,1941.0
1703,George Einbeck,German,male,1871,1951.0
1705,Lette Eisenhauer,American,female,1935,
1706,Chester Eisenhuth,American,male,1910,1995.0
1707,Alfred Eisenstaedt,American,male,1898,1995.0
1708,Sergei Eisenstein,Russian,male,1898,1948.0
1710,Jacob El Hanani,Israeli,male,1947,
1711,Harold Elberg,American,male,,
1712,Valdemar H. Elenbaas,Dutch,male,,
1713,Dick Elffers,Dutch,male,1910,1990.0
1714,Etiènne Elias,Belgian,male,,
1715,Eliot Noyes Industrial Design,American,,,
1716,Elise (Elise Seeds Armitage),American,female,1902,1963.0
1717,Eliot Elisofon,American,male,1911,1973.0
1718,Ronnie Elliott,American,male,1916,1982.0
1719,Clifford and Rosemary Ellis,British,,,
1720,Kosso Eloul,American,male,1920,1995.0
1721,Rita Eloul Letendre,Canadian,female,1928,
1724,Peter Henry Emerson,British,male,1856,1936.0
1725,Herman Emmet,American,male,1943,2021.0
1726,Chansonetta Stanley Emmons,American,female,1858,1937.0
1727,August Endell,German,male,1871,1925.0
1729,Jules Engel,American,male,1909,2003.0
1730,Morris Engel,American,male,1918,2005.0
1731,Engel-Pak,Belgian,male,1885,1965.0
1732,Michael Engelmann,American,male,1928,1966.0
1733,Pieter Engels,Dutch,male,1938,
1734,William England,British,male,1816,1896.0
1735,Horace M. Engle,American,male,1861,1949.0
1736,Michael English,British,male,1941,2009.0
1739,James Ensor,Belgian,male,1860,1949.0
1740,Edward Enlin,American,male,,
1741,Jacob Epstein,British,male,1880,1959.0
1742,Mitch Epstein,American,male,1952,
1743,Stephan Erfurt,German,male,1958,
1744,Hugo Erfurth,German,male,1874,1948.0
1746,Erling Ericsson,Swedish,male,,
1748,Boris Nicolaevich Ermolaev,Russian,male,1903,1982.0
1749,Vera Ermolaeva,Russian,female,1893,1938.0
1750,Hans Erni,Swiss,male,1909,2015.0
1751,Jimmy Ernst,American,male,1920,1984.0
1752,Max Ernst,French,male,1891,1976.0
1753,Erol (Erol Akyavas),Turkish,male,1932,1999.0
1754,Erró (Gudmundur Gudmundsson),Icelandic,male,1932,
1755,Erwin Hanfstaengl,German,male,1838,1904.0
1756,Elliott Erwitt,American,male,1928,
1757,M. C. Escher,Dutch,male,1898,1972.0
1758,Castro Escobedo,Nationality unknown,male,,
1759,Jesús Escobedo,Mexican,male,1918,1978.0
1760,John K. Esler,Canadian,male,1933,
1761,Georges D'espagnat,French,male,1870,1950.0
1762,Bud Esry,American,male,1920,
1763,Reed Estabrook,American,male,1944,
1764,Richard Estes,American,male,1932,
1766,Roberto Estopinán,Cuban,male,1921,2015.0
1767,Sorel Etrog,Canadian,male,1933,2014.0
1768,Alex J. Ettl,American,male,1898,1992.0
1769,Karen Eubel,American,female,1942,
1770,Frank Eugene,American,male,1865,1936.0
1773,Dennis Evans,American,male,1946,
1774,Frederick H. Evans,British,male,1853,1943.0
1775,Garth Evans,British,male,1934,
1776,Merlyn Evans,British,male,,
1777,Walker Evans,American,male,1903,1975.0
1779,Henri Evenepoel,French,male,1872,1899.0
1780,Philip Evergood,American,male,1901,1973.0
1782,Connor Everts,American,male,1928,2016.0
1783,Juanita (Jean) Exley,American,female,1927,
1784,Alexandra Exter,Russian,female,1882,1949.0
1786,Agenore Fabbri,Italian,male,,
1787,Hans Fabigan,Austrian,male,1901,1975.0
1788,Luciano Fabro,Italian,male,1936,2007.0
1789,Charles Fahlen,American,male,1939,2010.0
1790,Öyvind Fahlström,Swedish,male,1928,1976.0
1791,Ekkehard Fahr,German,male,1934,
1792,Patrick Faigenbaum,French,male,1954,
1793,Jules-Abel Faivre,French,male,1867,1945.0
1794,Claire Falkenstein,American,female,1908,1997.0
1795,James (Arthur) Fallon,American,male,1946,
1796,C. B. Falls,American,,,
1797,Charles Famin,French,male,1809,
1798,Louis Fancher,American,male,1884,1944.0
1799,Wojciech Fangor,Polish,male,1922,2015.0
1800,Henri Fantin-Latour,French,male,1836,1904.0
1801,Nathan Farb,American,male,1941,
1802,William Fares,American,male,1942,
1803,Farfa,Italian,male,1881,1964.0
1804,Thomaz Farkas,Brazilian,male,1924,2011.0
1805,Francisco Farreras,Spanish,male,1927,
1806,Walter Farynk,American,male,1917,1992.0
1807,Roberto Fasola,Italian,male,,
1808,Franz Fassler,Swiss,male,,
1809,Dwain Faubion,American,male,1921,2002.0
1810,Nicolas Faure,Swiss,male,1949,
1811,Louis Faurer,American,male,1916,2001.0
1812,Arthur Fauser,German,male,1911,
1813,Hermann Fauser,German,male,1874,1947.0
1815,Jean Fautrier,French,male,1898,1964.0
1816,Philippe Favier,French,male,1957,
1817,André Favory,French,male,1888,1937.0
1818,Louis Favre,French,male,1892,1956.0
1819,John Fawcett,American,male,1939,
1820,Carlos Faz Caimus,Chilean,male,1931,1953.0
1821,Pericle Fazzini,Italian,male,1913,1987.0
1823,Federico,American,,,
1824,Helmut Federle,Swiss,male,1944,
1825,Paul Feeley,American,male,1910,1966.0
1826,Hans Feibusch,British,male,1898,1998.0
1827,Friedrich Feigl,Czech,male,1884,1965.0
1828,Philip Fein,American,male,1912,1994.0
1829,Idelle L. Feinberg,American,female,1932,
1830,Ed Feingersh,American,male,1925,1961.0
1831,Andreas Feininger,American,male,1906,1999.0
1832,Lyonel Feininger,American,male,1871,1956.0
1833,Theodore Lux Feininger,American,male,1910,2011.0
1834,Harold Feinstein,American,male,1931,2015.0
1835,Rochelle Feinstein,American,female,1947,
1836,Lorser Feitelson,American,male,1898,1978.0
1837,Nathan I. Felde,American,male,1948,
1838,Eugene Feldman,American,male,1921,
1839,Walter Feldman,American,male,1925,
1840,Mark Feldstein,American,male,1937,
1841,Conrad Felixmüller,German,male,1897,1977.0
1842,Weegee (Arthur Fellig),American,male,1899,1968.0
1843,Sandi Fellman,American,female,1952,
1844,Frances Felten,American,female,1905,1976.0
1845,Jonas J. Fendell,American,male,1924,1994.0
1846,Albert Fenn,American,male,1912,1995.0
1847,Roger Fenton,British,male,1819,1869.0
1848,William Fenton,British,male,,
1849,George J. Fenwick,British,male,,
1850,Serge (Comte Serge Jastrebzoff) Férat,French,male,1881,1958.0
1851,Herbert Ferber,American,male,1906,1991.0
1853,Gerald Ferguson,American,male,1937,
1854,Agustín Fernández,Cuban,male,1928,2006.0
1855,Justino Fernández,Mexican,male,1904,1972.0
1856,Gabriel Fernández Ledesma,Mexican,male,1900,1982.0
1857,Jackie Ferrara,American,female,1929,
1858,Jorge Ferrari Hardoy,Argentine,male,1914,1977.0
1859,León Ferrari,Argentine,male,1920,2013.0
1860,John Ferren,American,male,1905,1970.0
1861,Rafael Ferrer,American,male,1933,
1862,Ronaldo Ferri,Nationality unknown,male,,
1863,Roger C. Ferri,American,male,1949,1991.0
1864,Gianfranco Ferroni,Italian,male,,
1865,Ferry's Art Gallery,American,,,
1866,Helene Fesenmaier,American,female,1937,2013.0
1867,William Fett,American,male,1918,2006.0
1868,Rainer Fetting,German,male,1949,
1869,Jed Robert Fielding,American,male,1953,
1870,Ernest Fiene,American,male,1894,1965.0
1871,Pedro Figari,Uruguayan,male,1861,1938.0
1872,Charles Filiger,French,male,1863,1928.0
1873,Robert Filliou,French,male,1926,1987.0
1874,Albert M. Fine,American,male,1932,1987.0
1875,Harvey J. Finison,American,male,1916,
1876,Aaron Fink,American,male,1955,
1877,Larry Fink,American,male,1941,
1878,Ian Hamilton Finlay,British,male,1925,2006.0
1879,Howard Finster,American,male,1916,2001.0
1880,M. Fiorini,Algerian,male,1922,2008.0
1881,Vittorio Fiorucci,Canadian,male,1931,
1882,Ida E. Fischer,American,female,1883,1956.0
1884,Lothar Fischer,Nationality unknown,male,1933,
1885,R. M. Fischer,American,male,1947,
1887,Fritz Fischer-Nosbisch,German,male,1919,
1888,Hella Fischer-Thorer,German,female,1928,1978.0
1889,Eric Fischl,American,male,1948,
1890,Hans Fischli,Swiss,male,1909,1989.0
1891,Peter Fischli,Swiss,male,1952,
1892,Janet Fish,American,female,1938,
1893,Vernon Fisher,American,male,1943,
1895,Dean L. Fisher,American,male,1923,
1896,Joel Fisher,American,male,1947,
1897,Stanley Fisher,American,male,1925,
1898,Stephen R. Fitch,American,male,,
1899,W. Grancel Fitz,American,male,1894,1963.0
1900,Victor Fitzgerald,British,male,,
1901,Edward Fitzgerald,Nationality unknown,male,,
1902,Floyd Fitzpatrick,American,male,,
1903,James Fitzsimmons,American,male,,
1904,Salvatore Fiume,Italian,male,1915,1997.0
1905,Audrey Flack,American,female,1931,
1906,James Montgomery Flagg,American,male,1877,1960.0
1907,Barry Flanagan,British,male,1941,2009.0
1908,John Flannagan,American,male,1898,1942.0
1909,Vaughn Flannery,American,,1898,1955.0
1910,Henry G. Flannery,American,male,,
1911,Dan Flavin,American,male,1933,1996.0
1912,Karl Anton Fleck,Austrian,male,1928,1983.0
1913,Adolf Richard Fleischmann,German,male,1892,1969.0
1914,Trude Fleischmann,American,female,1895,1990.0
1915,Alan Fletcher,British,male,1931,
1916,Claude Flight,British,male,1881,1955.0
1918,Albert (Albert Mentzel) Flocon,French,male,1909,1946.0
1919,Eduard Flor,Dutch,male,1925,
1920,Thomas Florschuetz,German,male,1957,
1921,Richard A. Florsheim,American,male,1916,1979.0
1922,Pierre Flouquet,French,male,1900,1967.0
1923,Johannes Foersom,Danish,male,1943,
1926,Jean Follett,American,female,1917,1991.0
1927,Jean-Michel Folon,Belgian,male,1934,
1928,A. Foncelle,French,male,,
1929,Danny Ho Fong,American,male,1915,1992.0
1930,Lucio Fontana,Italian,male,1899,1968.0
1931,Rubén Fontana,Argentine,male,1942,
1932,Joan Fontcuberta,Spanish,male,1955,
1933,Ernesto Fontecilla,Chilean,male,1938,
1934,Fritz Foord,American,male,,
1935,Jean-Louis Forain,French,male,1852,1931.0
1938,B. F. Ford,American,,,
1939,Lauren Ford,American,female,1891,1973.0
1940,Günther Förg,German,male,1952,2013.0
1941,Pere Formiguera,Spanish,male,1952,
1942,Leander Fornas,American,male,1925,2014.0
1943,Raquel Forner,Argentine,female,1902,1988.0
1944,James Forsberg,American,male,1919,1991.0
1945,Jan Forsberg,Swedish,male,1932,
1947,Gerhard Forster,Italian,male,,
1948,Clyde Forsythe,American,male,1885,1962.0
1949,Karl Fortess,American,male,1907,1993.0
1950,Michel Fortier,Canadian,male,1943,
1951,Mariano Fortuny Y Madrazo,Spanish,male,1871,1949.0
1952,Christian Fossier,French,male,1943,2013.0
1954,Steven D. Foster,American,male,1945,
1955,Fougasse (Cyril Kenneth Bird),British,male,1887,1965.0
1956,André Fougeron,French,male,1913,1998.0
1957,Tsugouharu Foujita,Japanese,male,1886,1969.0
1958,Llyn Foulkes,American,male,1934,
1959,Gabriel Fournier,French,male,1893,1963.0
1960,Sheila Fournier,British,female,1930,2000.0
1961,Richard Alan Fox,American,male,1949,
1962,Terry Fox,American,male,1943,2008.0
1963,Hollis Frampton,American,male,1936,1984.0
1964,Mercedes Franchini,Italian,male,1895,
1965,Sam Francis,American,male,1923,1994.0
1966,Richard Francisco,American,male,1942,
1967,Franck,French,male,1816,1906.0
1968,Kaj Franck,Finnish,male,1911,1989.0
1969,Martine Franck,Belgian,female,1938,2012.0
1970,Huguette Franco,French,female,1944,
1971,Josef Frank,Swedish,male,1885,1967.0
1972,Mary Frank,American,female,1933,
1973,Robert Frank,American,male,1924,2019.0
1974,Helen Frankenthaler,American,female,1928,2011.0
1975,Antonio Frasconi,American,male,1919,2013.0
1976,Claud Lovat Fraser,British,male,1890,1921.0
1978,Gianfranco Frattini,Italian,male,1926,2004.0
1979,Charles Ray Frazier,American,male,1930,
1982,Karl Free,American,male,1903,1947.0
1983,Arthur Freed,American,male,1936,
1984,David Freed,American,male,1936,
1985,Barnett Freedman,British,male,,
1986,John Freeman,American,male,1942,
1988,Mark Freeman,American,male,1908,
1989,Jane Freilicher,American,female,1924,2014.0
1990,Jared French,American,male,1905,1988.0
1991,Leonard French,Australian,male,1928,
1992,Ray H. French,American,male,1919,2000.0
1993,Lucian Freud,British,male,1922,2011.0
1994,David Freund,American,male,1937,
1995,Peter Freudenthal,Swedish,male,1938,
1996,Otto Freundlich,German,male,1878,1943.0
1997,Mary E. Frey,American,female,1948,
1998,Robert Fried,American,male,1937,1975.0
1999,Elias Friedensohn,American,male,1924,
2000,Johnny Friedlaender,German,male,1912,1992.0
2001,G. John Friedlander,American,male,,
2002,Lee Friedlander,American,male,1934,
2003,Arnold Friedman,American,male,1879,1946.0
2004,Benno Friedman,American,male,1945,
2005,Dan Friedman,American,male,1945,
2006,Julius K. Friedman,American,male,1943,
2007,Ken Friedman,American,male,,
2008,Robert N. Friedman,American,male,1948,
2009,Susan Friedman,American,female,1941,
2010,Christian (Johann Christianadolf) Friedrich,German,male,,
2011,Hartmut Friedrich,German,male,1935,
2012,Othon Friesz,French,male,1879,1949.0
2014,Elisabeth Frink,British,female,1930,1993.0
2015,Francis Frith,British,male,1822,1898.0
2016,Katharina Fritsch,German,female,1956,
2017,A. G. Fronzoni,Italian,male,1923,2002.0
2018,Roger Fry,British,male,1866,1934.0
2019,Stephen Frykholm,American,male,1942,
2020,Hakuyo Fuchikami,Japanese,male,1889,1960.0
2021,Ernst Fuchs,Austrian,male,1930,2015.0
2023,Masahisa Fukase,Japanese,male,1934,2012.0
2024,Fukita Fumiaki,Japanese,male,1926,
2025,Katsuji Fukuda,Japanese,male,1898,1991.0
2026,Shigeo Fukuda,Japanese,male,1932,2009.0
2027,Fukuhara Roso,Japanese,male,1892,1946.0
2028,Fukui Ryonosuko,Japanese,male,1924,1986.0
2030,R. Buckminster Fuller,American,male,1895,1983.0
2031,Emily Fuller,American,female,1941,
2032,Sue Fuller,American,female,1914,2006.0
2033,Hamish Fulton,British,male,1946,
2034,Barbara E. Fumagalli,American,female,1926,
2035,Eugen Funk,German,male,1911,2004.0
2036,Jaromír Funke,Czech,male,1896,1945.0
2037,Hideji Furukawa,Japanese,male,,
2038,Albert Fuss,German,male,1889,1969.0
2039,Adam Fuss,British,male,1961,
2040,Simon Fussell,British,male,1945,
2041,Fussli,Swiss,,,
2043,Naum Gabo,American,male,1890,1977.0
2044,Ada V. Gabriel,American,female,1898,1975.0
2045,Johannes Gachnang,Swiss,male,1939,2005.0
2046,Wolfgang Gäfgen,German,male,1936,
2047,Wanda Gág,American,female,1893,1946.0
2048,Robert Gage,American,male,1921,2000.0
2049,Oliver Gagliani,American,male,1917,
2050,Robert Gair Company,American,,,
2051,Vasudeo S. Gaitonde,Indian,male,1924,2001.0
2052,Jacek Gaj,Polish,male,1938,
2053,Démétrius Emmanuel Galanis,French,male,1882,1966.0
2054,Gale,American,,,
2055,Galo Galecio,Ecuadorian,male,1908,1993.0
2057,A. E. Gallatin,American,male,1881,1952.0
2058,Emile Gallé,French,male,1846,1904.0
2059,Akseli Gallen-Kallela,Finnish,male,1865,1931.0
2060,Frank Gallo,American,male,1933,
2061,Giuseppe Gallo,Italian,male,1954,
2062,Christina Galvez,Peruvian,female,1918,1982.0
2064,José Gamarra,Uruguayan,male,1934,
2065,Abram Games,British,male,1914,1996.0
2066,David Gammon,British,male,1933,2005.0
2069,A. F. Gangkofner,German,,1921,
2070,Paul Gangolf,German,male,1879,1936.0
2071,Emil Ganso,American,male,1895,1941.0
2072,Izika Gaon,Israeli,,1938,
2073,Claude Garache,French,male,1929,
2074,Domingo Garcia,American,male,1932,
2075,Héctor García,Mexican,male,1923,2012.0
2077,Clive Gardiner,British,male,1891,1960.0
2078,Lyn Gardiner,American,female,1946,
2079,Alexander Gardner,American,male,1821,1882.0
2081,Flor Garduño,Mexican,female,1957,
2082,Jedd Garet,American,male,1955,
2084,Pablo Gargallo,Spanish,male,1881,1934.0
2085,Robert S. Gargiuli,American,male,,
2086,William A. Garnett,American,male,1916,2006.0
2087,Gerard Garouste,French,male,1946,
2088,Paolo Gasparini,Venezuelan,male,1934,
2089,Oronzo Gasparo,American,male,1903,1969.0
2090,Arnold Gassan,American,male,1930,2001.0
2091,Marco Gastini,Italian,male,1938,
2092,Lee Gatch,American,male,1902,1968.0
2093,Simon Gate,Swedish,male,1883,1945.0
2094,Piero Gatti,Italian,male,1940,
2095,Yves Gaucher,Canadian,male,1934,2000.0
